School Year,Division Number,Division Name,School Number,School Name,Total Count
2021-2022,95,Westmoreland County ,210,Cople Elementary,              50
2021-2022,95,Westmoreland County ,300,Montross Middle,              44
2021-2022,95,Westmoreland County ,120,Washington & Lee High,              80
2021-2022,95,Westmoreland County ,310,Washington District Elementary,              44
2021-2022,131,Williamsburg-James City County ,60,Berkeley Middle,             100
2021-2022,131,Williamsburg-James City County ,40,Clara Byrd Baker Elementary,             130
2021-2022,131,Williamsburg-James City County ,80,D.J. Montague Elementary,              87
2021-2022,131,Williamsburg-James City County ,190,J. Blaine Blayton Elementary,             122
2021-2022,131,Williamsburg-James City County ,25,James Blair Middle,              88
2021-2022,131,Williamsburg-James City County ,201,James River Elementary,              59
2021-2022,131,Williamsburg-James City County ,202,Jamestown High,             150
2021-2022,131,Williamsburg-James City County ,90,Lafayette High,             171
2021-2022,131,Williamsburg-James City County ,50,Laurel Lane Elementary,              96
2021-2022,131,Williamsburg-James City County ,191,Lois Hornsby Middle,             133
2021-2022,131,Williamsburg-James City County ,205,Matoaka Elementary,              96
2021-2022,131,Williamsburg-James City County ,10,Matthew Whaley Elementary,              82
2021-2022,131,Williamsburg-James City County ,70,Norge Elementary,             144
2021-2022,131,Williamsburg-James City County ,203,Stonehouse Elementary,             129
2021-2022,131,Williamsburg-James City County ,100,Toano Middle,              93
2021-2022,131,Williamsburg-James City County ,204,Warhill High,             233
2021-2022,132,Winchester City ,75,Daniel Morgan Intermediate,             112
2021-2022,132,Winchester City ,70,Daniel Morgan Middle,             111
2021-2022,132,Winchester City ,80,Frederick Douglass Elementary,              49
2021-2022,132,Winchester City ,50,Garland R. Quarles Elementary,              44
2021-2022,132,Winchester City ,40,John Handley High,             203
2021-2022,132,Winchester City ,90,John Kerr Elementary,              57
2021-2022,132,Winchester City ,20,Virginia Avenue Charlotte Dehart Elementary ,              32
2021-2022,96,Wise County ,1000,Central High,             109
2021-2022,96,Wise County ,651,Coeburn Middle,              47
2021-2022,96,Wise County ,653,Coeburn Primary,              59
2021-2022,96,Wise County ,652,Eastside High,              70
2021-2022,96,Wise County ,73,J.W. Adams Combined,              90
2021-2022,96,Wise County ,320,L.F. Addington Middle,              74
2021-2022,96,Wise County ,871,St. Paul Elementary,              54
2021-2022,96,Wise County ,1010,Union High,              78
2021-2022,96,Wise County ,1013,Union Middle,              80
2021-2022,96,Wise County ,1012,Union Primary,             109
2021-2022,96,Wise County ,1020,Wise Primary,              95
2021-2022,97,Wythe County ,760,Fort Chiswell High,              55
2021-2022,97,Wythe County ,1073,Fort Chiswell Middle,              44
2021-2022,97,Wythe County ,721,George Wythe High,              54
2021-2022,97,Wythe County ,730,Jackson Memorial Elementary,              34
2021-2022,97,Wythe County ,100,Max Meadows Elementary,              60
2021-2022,97,Wythe County ,201,Rural Retreat Elementary,              42
2021-2022,97,Wythe County ,202,Rural Retreat High,              25
2021-2022,97,Wythe County ,1074,Rural Retreat Middle,              22
2021-2022,97,Wythe County ,1075,Scott Memorial Middle,              60
2021-2022,97,Wythe County ,740,Sheffey Elementary,              25
2021-2022,97,Wythe County ,440,Speedwell Elementary,              26
2021-2022,97,Wythe County ,190,Spiller Elementary,             134
2021-2022,98,York County ,180,Bethel Manor Elementary,              87
2021-2022,98,York County ,20,Bruton High,              80
2021-2022,98,York County ,90,Coventry Elementary,              81
2021-2022,98,York County ,160,Dare Elementary,              55
2021-2022,98,York County ,140,Grafton Bethel Elementary,             100
2021-2022,98,York County ,332,Grafton High,             116
2021-2022,98,York County ,333,Grafton Middle,             112
2021-2022,98,York County ,10,Magruder Elementary,              82
2021-2022,98,York County ,10,Matthew Fontaine Maury High,<
2021-2022,98,York County ,80,Mount Vernon Elementary ,              46
2021-2022,98,York County ,200,Queens Lake Middle,              70
2021-2022,98,York County ,170,Seaford Elementary,              52
2021-2022,98,York County ,50,Tabb Elementary,              49
2021-2022,98,York County ,230,Tabb High,             109
2021-2022,98,York County ,190,Tabb Middle,             105
2021-2022,98,York County ,220,Waller Mill Elementary,              57
2021-2022,98,York County ,30,York High,             119
2021-2022,98,York County ,335,York River Academy,              25
2021-2022,98,York County ,210,Yorktown Elementary,              70
2021-2022,98,York County ,60,Yorktown Middle,              76
