School Year,Division Number,Division Name,School Number,School Name,Total Count
2022-2023,1,Accomack County ,701,Accawmacke Elementary,              56
2022-2023,1,Accomack County ,540,Arcadia High,             107
2022-2023,1,Accomack County ,704,Arcadia Middle ,              78
2022-2023,1,Accomack County ,80,Chincoteague Elementary,              38
2022-2023,1,Accomack County ,580,Chincoteague High,              45
2022-2023,1,Accomack County ,600,Kegotank Elementary,              86
2022-2023,1,Accomack County ,702,Metompkin Elementary,              74
2022-2023,1,Accomack County ,70,Nandua High,              96
2022-2023,1,Accomack County ,703,Nandua Middle,              71
2022-2023,1,Accomack County ,590,Pungoteague Elementary,              76
2022-2023,1,Accomack County ,530,Tangier Combined,<
2022-2023,2,Albemarle County ,160,Agnor-Hurt Elementary,              56
2022-2023,2,Albemarle County ,880,Albemarle High,             213
2022-2023,2,Albemarle County ,1053,Baker-Butler Elem,             104
2022-2023,2,Albemarle County ,100,Broadus Wood Elementary,              41
2022-2023,2,Albemarle County ,941,Brownsville Elementary,              74
2022-2023,2,Albemarle County ,890,Community Lab School,              38
2022-2023,2,Albemarle County ,340,Crozet Elementary,              44
2022-2023,2,Albemarle County ,10,Hollymead Elementary,              55
2022-2023,2,Albemarle County ,69,Jackson P. Burley Middle,              85
2022-2023,2,Albemarle County ,942,Joseph T. Henley Middle,             107
2022-2023,2,Albemarle County ,950,Journey Middle,              97
2022-2023,2,Albemarle County ,1051,Lakeside Middle,              63
2022-2023,2,Albemarle County ,20,Leslie H. Walton Middle,              64
2022-2023,2,Albemarle County ,40,Mary Carr Greer Elementary,              74
2022-2023,2,Albemarle County ,250,Meriwether Lewis Elementary,              36
2022-2023,2,Albemarle County ,1052,Monticello High,             183
2022-2023,2,Albemarle County ,150,Mountain View Elementary,             100
2022-2023,2,Albemarle County ,540,Red Hill Elementary,              39
2022-2023,2,Albemarle County ,30,Scottsville Elementary,              33
2022-2023,2,Albemarle County ,920,Stone Robinson Elementary,              80
2022-2023,2,Albemarle County ,240,Stony Point Elementary,              22
2022-2023,2,Albemarle County ,910,Virginia L. Murray Elementary,              29
2022-2023,2,Albemarle County ,140,Western Albemarle High,             132
2022-2023,2,Albemarle County ,930,Woodbrook Elementary,              71
2022-2023,101,Alexandria City ,210,Alexandria City High School,             460
2022-2023,101,Alexandria City ,120,Charles Barrett Elementary,             105
2022-2023,101,Alexandria City ,160,Cora Kelly School for Math Science and Technology,              61
2022-2023,101,Alexandria City ,110,Douglas MacArthur Elementary,              59
2022-2023,101,Alexandria City ,360,Early Childhood Center,              61
2022-2023,101,Alexandria City ,350,Ferdinand T. Day Elementary,              48
2022-2023,101,Alexandria City ,140,Francis C. Hammond Middle,             172
2022-2023,101,Alexandria City ,100,George Mason Elementary,              33
2022-2023,101,Alexandria City ,130,George Washington Middle,             178
2022-2023,101,Alexandria City ,220,James K. Polk Elementary,              80
2022-2023,101,Alexandria City ,90,Jefferson-Houston PK-8 School,             125
2022-2023,101,Alexandria City ,230,John Adams Elementary,              71
2022-2023,101,Alexandria City ,80,Lyles-Crouch Elementary,              40
2022-2023,101,Alexandria City ,30,Mount Vernon Elementary,              70
2022-2023,101,Alexandria City ,60,Naomi L. Brooks Elementary,              36
2022-2023,101,Alexandria City ,50,Patrick Henry K-8 School,              88
2022-2023,101,Alexandria City ,333,Samuel W. Tucker Elementary,              68
2022-2023,101,Alexandria City ,190,William Ramsay Elementary,              64
2022-2023,3,Alleghany Highlands ,310,Alleghany High,              95
2022-2023,3,Alleghany Highlands ,110,Callaghan Elementary,              30
2022-2023,3,Alleghany Highlands ,1040,Clifton Middle,              65
2022-2023,3,Alleghany Highlands ,350,Covington High,              66
2022-2023,3,Alleghany Highlands ,360,Jeter-Watson Elementary,             128
2022-2023,3,Alleghany Highlands ,1041,Mountain View Elementary,              72
2022-2023,3,Alleghany Highlands ,90,Sharon Elementary,              31
2022-2023,4,Amelia County ,220,Amelia County Elementary,              85
2022-2023,4,Amelia County ,10,Amelia County High,              62
2022-2023,4,Amelia County ,210,Amelia County Middle,              42
2022-2023,5,Amherst County ,780,Amelon Elementary,              80
2022-2023,5,Amherst County ,750,Amherst County High,             166
2022-2023,5,Amherst County ,790,Amherst Elementary,              41
2022-2023,5,Amherst County ,670,Amherst Middle,              57
2022-2023,5,Amherst County ,770,Central Elementary,              83
2022-2023,5,Amherst County ,760,Elon Elementary,              48
2022-2023,5,Amherst County ,500,Madison Heights Elementary,              64
2022-2023,5,Amherst County ,20,Monelison Middle,              72
2022-2023,5,Amherst County ,740,Temperance Elementary,              11
2022-2023,6,Appomattox County ,260,Appomattox County High,              82
2022-2023,6,Appomattox County ,110,Appomattox Elementary,              69
2022-2023,6,Appomattox County ,160,Appomattox Middle,              60
2022-2023,6,Appomattox County ,250,Appomattox Primary,              78
2022-2023,7,Arlington County ,350,Abingdon Elementary,              89
2022-2023,7,Arlington County ,160,Alice West Fleet Elementary,              95
2022-2023,7,Arlington County ,618,Arlington Community High,<
2022-2023,7,Arlington County ,629,Arlington Science Focus School,              42
2022-2023,7,Arlington County ,470,Arlington Traditional,              53
2022-2023,7,Arlington County ,490,Ashlawn Elementary,              79
2022-2023,7,Arlington County ,150,Barcroft Elementary,              75
2022-2023,7,Arlington County ,250,Barrett Elementary,             110
2022-2023,7,Arlington County ,615,Campbell Elementary,              68
2022-2023,7,Arlington County ,380,Cardinal Elementary,              61
2022-2023,7,Arlington County ,90,Carlin Springs Elementary,              99
2022-2023,7,Arlington County ,622,Claremont Immersion,              74
2022-2023,7,Arlington County ,626,Discovery Elementary,              74
2022-2023,7,Arlington County ,628,Dorothy Hamm Middle,             125
2022-2023,7,Arlington County ,200,Dr. Charles R. Drew Elementary,             107
2022-2023,7,Arlington County ,111,Escuela Key Elementary,              58
2022-2023,7,Arlington County ,100,Glebe Elementary,              54
2022-2023,7,Arlington County ,611,Gunston Middle,             154
2022-2023,7,Arlington County ,614,Hoffman-Boston Elementary,              83
2022-2023,7,Arlington County ,613,Innovation Elementary ,              53
2022-2023,7,Arlington County ,37,Integration Station,              39
2022-2023,7,Arlington County ,440,Jamestown Elementary,              63
2022-2023,7,Arlington County ,180,Jefferson Middle,             192
2022-2023,7,Arlington County ,500,Kenmore Middle,             216
2022-2023,7,Arlington County ,460,Long Branch Elementary,              60
2022-2023,7,Arlington County ,627,Montessori Public School of Arlington,              68
2022-2023,7,Arlington County ,410,Nottingham Elementary,              59
2022-2023,7,Arlington County ,360,Oakridge Elementary,              64
2022-2023,7,Arlington County ,510,Randolph Elementary,              82
2022-2023,7,Arlington County ,240,Swanson Middle,             141
2022-2023,7,Arlington County ,420,Taylor Elementary,              59
2022-2023,7,Arlington County ,1371,Thomas Jefferson High for Science and Technology,<
2022-2023,7,Arlington County ,211,Tuckahoe Elementary,              59
2022-2023,7,Arlington County ,450,Wakefield High,             537
2022-2023,7,Arlington County ,80,Washington-Liberty High,             406
2022-2023,7,Arlington County ,480,Williamsburg Middle,             120
2022-2023,7,Arlington County ,330,Yorktown High,             405
2022-2023,8,Augusta County ,212,Beverley Manor Middle,              66
2022-2023,8,Augusta County ,660,Buffalo Gap High,              42
2022-2023,8,Augusta County ,30,Cassell Elementary,              73
2022-2023,8,Augusta County ,140,Churchville Elementary,              39
2022-2023,8,Augusta County ,370,Craigsville Elementary,              20
2022-2023,8,Augusta County ,842,Edward G. Clymore Elementary,              71
2022-2023,8,Augusta County ,670,Fort Defiance High,              87
2022-2023,8,Augusta County ,843,Guy K. Stump Elementary,              51
2022-2023,8,Augusta County ,40,North River Elementary,              13
2022-2023,8,Augusta County ,740,Riverheads Elementary,              89
2022-2023,8,Augusta County ,680,Riverheads High,              39
2022-2023,8,Augusta County ,90,S. Gordon Stewart Middle,              40
2022-2023,8,Augusta County ,440,Stuarts Draft Elementary,              61
2022-2023,8,Augusta County ,730,Stuarts Draft High,              87
2022-2023,8,Augusta County ,60,Stuarts Draft Middle,              66
2022-2023,8,Augusta County ,640,Wilson Elementary,              91
2022-2023,8,Augusta County ,720,Wilson Memorial High,              85
2022-2023,8,Augusta County ,844,Wilson Middle,              94
2022-2023,9,Bath County ,140,Bath County High,              27
2022-2023,9,Bath County ,120,Millboro Elementary,              28
2022-2023,9,Bath County ,150,Valley Elementary,              36
2022-2023,10,Bedford County ,480,Bedford Elementary,              49
2022-2023,10,Bedford County ,1200,Bedford Primary,              60
2022-2023,10,Bedford County ,30,Big Island Elementary,              16
2022-2023,10,Bedford County ,160,Boonsboro Elementary,              27
2022-2023,10,Bedford County ,500,Forest Elementary,              29
2022-2023,10,Bedford County ,1211,Forest Middle,              74
2022-2023,10,Bedford County ,1214,Goodview Elementary,              75
2022-2023,10,Bedford County ,980,Huddleston Elementary,              26
2022-2023,10,Bedford County ,1212,Jefferson Forest High,             135
2022-2023,10,Bedford County ,1180,Liberty High,             128
2022-2023,10,Bedford County ,490,Liberty Middle,              80
2022-2023,10,Bedford County ,970,Moneta Elementary,              25
2022-2023,10,Bedford County ,180,Montvale Elementary,              37
2022-2023,10,Bedford County ,610,New London Academy Elementary,              52
2022-2023,10,Bedford County ,1170,Otter River Elementary,              28
2022-2023,10,Bedford County ,1190,Staunton River High,             129
2022-2023,10,Bedford County ,1191,Staunton River Middle,              79
2022-2023,10,Bedford County ,640,Stewartsville Elementary,              34
2022-2023,10,Bedford County ,1213,Thomas Jefferson Elementary,              54
2022-2023,11,Bland County ,250,Bland County Elementary ,              82
2022-2023,11,Bland County ,260,Bland County High,              76
2022-2023,12,Botetourt County ,220,Breckinridge Elementary,              34
2022-2023,12,Botetourt County ,20,Buchanan Elementary,              63
2022-2023,12,Botetourt County ,420,Central Academy Middle,              54
2022-2023,12,Botetourt County ,390,Cloverdale Elementary,              32
2022-2023,12,Botetourt County ,400,Colonial Elementary,              95
2022-2023,12,Botetourt County ,30,Eagle Rock Elementary,              21
2022-2023,12,Botetourt County ,460,Greenfield Elementary,             100
2022-2023,12,Botetourt County ,430,James River High,              56
2022-2023,12,Botetourt County ,440,Lord Botetourt High,             110
2022-2023,12,Botetourt County ,450,Read Mountain Middle,             122
2022-2023,12,Botetourt County ,40,Troutville Elementary,              51
2022-2023,102,Bristol City ,60,Highland View Elementary,              42
2022-2023,102,Bristol City ,100,Joseph Van Pelt Elementary,             126
2022-2023,102,Bristol City ,70,Stonewall Jackson Elementary,              32
2022-2023,102,Bristol City ,80,Virginia High,             100
2022-2023,102,Bristol City ,10,Virginia Middle,             104
2022-2023,102,Bristol City ,90,Washington-Lee Elementary,              38
2022-2023,13,Brunswick County ,650,Brunswick High,              62
2022-2023,13,Brunswick County ,660,James S. Russell Middle,              48
2022-2023,13,Brunswick County ,690,Meherrin Powellton Elementary,              21
2022-2023,13,Brunswick County ,700,Red Oak-Sturgeon Elementary,              33
2022-2023,13,Brunswick County ,720,Totaro Elementary,              28
2022-2023,14,Buchanan County ,90,Council Elementary/Middle,              35
2022-2023,14,Buchanan County ,1000,Council High ,              29
2022-2023,14,Buchanan County ,990,Grundy High,              60
2022-2023,14,Buchanan County ,120,Hurley Elementary/Middle,              70
2022-2023,14,Buchanan County ,1020,Hurley High,              43
2022-2023,14,Buchanan County ,1040,Riverview Elementary/Middle,             157
2022-2023,14,Buchanan County ,1041,Twin Valley Elementary/Middle,              46
2022-2023,14,Buchanan County ,1042,Twin Valley High,              38
2022-2023,15,Buckingham County ,724,Buckingham Co Elementary,              64
2022-2023,15,Buckingham County ,20,Buckingham Co Prekindergarten Center,              20
2022-2023,15,Buckingham County ,723,Buckingham Co Primary,              69
2022-2023,15,Buckingham County ,700,Buckingham County High,              96
2022-2023,15,Buckingham County ,721,Buckingham County Middle,              72
2022-2023,103,Buena Vista City ,40,Enderly Heights Elementary,              41
2022-2023,103,Buena Vista City ,70,F.W. Kling Jr. Elementary,              54
2022-2023,103,Buena Vista City ,62,Parry McCluer High,              51
2022-2023,103,Buena Vista City ,61,Parry McCluer Middle,              29
2022-2023,16,Campbell County ,560,Altavista Elementary,              64
2022-2023,16,Campbell County ,200,Altavista High,             104
2022-2023,16,Campbell County ,650,Brookneal Elementary,              44
2022-2023,16,Campbell County ,720,Brookville High,             115
2022-2023,16,Campbell County ,20,Brookville Middle,              91
2022-2023,16,Campbell County ,130,Concord Elementary,              65
2022-2023,16,Campbell County ,690,Leesville Road Elementary,             109
2022-2023,16,Campbell County ,821,Rustburg Elementary,              79
2022-2023,16,Campbell County ,222,Rustburg High,             113
2022-2023,16,Campbell County ,211,Rustburg Middle,              79
2022-2023,16,Campbell County ,60,Tomahawk Elementary,             118
2022-2023,16,Campbell County ,542,William Campbell High,              49
2022-2023,16,Campbell County ,710,Yellow Branch Elementary,             107
2022-2023,17,Caroline County ,620,Bowling Green Elementary,             118
2022-2023,17,Caroline County ,460,Caroline High,             184
2022-2023,17,Caroline County ,450,Caroline Middle,             111
2022-2023,17,Caroline County ,9020,Lewis and Clark Elementary,             102
2022-2023,17,Caroline County ,630,Madison Elementary,              74
2022-2023,18,Carroll County ,1230,Carroll County High,             162
2022-2023,18,Carroll County ,450,Carroll County Middle,             149
2022-2023,18,Carroll County ,1180,Fancy Gap Elementary,              20
2022-2023,18,Carroll County ,1150,Gladesboro Elementary,              10
2022-2023,18,Carroll County ,1210,Gladeville Elementary,              56
2022-2023,18,Carroll County ,1170,Hillsville Elementary,             116
2022-2023,18,Carroll County ,1160,Laurel Elementary,              53
2022-2023,18,Carroll County ,1130,Oakland Elementary,              29
2022-2023,18,Carroll County ,1110,St. Paul,              65
2022-2023,19,Charles City County ,80,Charles City County Elementary,              65
2022-2023,19,Charles City County ,100,Charles City County High,              54
2022-2023,20,Charlotte County ,470,Bacon District Elementary,              22
2022-2023,20,Charlotte County ,210,Central Middle,              39
2022-2023,20,Charlotte County ,100,Eureka Elementary,              37
2022-2023,20,Charlotte County ,450,Phenix Elementary,              26
2022-2023,20,Charlotte County ,460,Randolph-Henry High,              78
2022-2023,104,Charlottesville City ,100,Buford Middle,              85
2022-2023,104,Charlottesville City ,70,Burnley-Moran Elementary,              27
2022-2023,104,Charlottesville City ,140,Charlottesville High,             206
2022-2023,104,Charlottesville City ,50,Clark Elementary,              30
2022-2023,104,Charlottesville City ,90,Greenbrier Elementary,              23
2022-2023,104,Charlottesville City ,120,Jackson-Via Elementary,              61
2022-2023,104,Charlottesville City ,10,Johnson Elementary,              39
2022-2023,104,Charlottesville City ,40,Venable Elementary,              38
2022-2023,104,Charlottesville City ,110,Walker Upper Elementary,              91
2022-2023,136,Chesapeake City ,630,B.M. Williams Primary,             174
2022-2023,136,Chesapeake City ,860,Butts Road Intermediate,             110
2022-2023,136,Chesapeake City ,770,Butts Road Primary,              89
2022-2023,136,Chesapeake City ,90,Camelot Elementary,              64
2022-2023,136,Chesapeake City ,900,Cedar Road Elementary,             113
2022-2023,136,Chesapeake City ,700,Crestwood Intermediate,             123
2022-2023,136,Chesapeake City ,560,Crestwood Middle,              92
2022-2023,136,Chesapeake City ,660,Deep Creek Central Elementary,             141
2022-2023,136,Chesapeake City ,210,Deep Creek Elementary,             142
2022-2023,136,Chesapeake City ,100,Deep Creek High,             248
2022-2023,136,Chesapeake City ,610,Deep Creek Middle,             131
2022-2023,136,Chesapeake City ,640,Edwin W. Chittum Elementary,             156
2022-2023,136,Chesapeake City ,720,G.A. Treakle Elementary,              69
2022-2023,136,Chesapeake City ,50,George W. Carver Intermediate,              93
2022-2023,136,Chesapeake City ,820,Georgetown Primary,             128
2022-2023,136,Chesapeake City ,950,Grassfield Elementary,             206
2022-2023,136,Chesapeake City ,960,Grassfield High,             227
2022-2023,136,Chesapeake City ,120,Great Bridge High,             233
2022-2023,136,Chesapeake City ,850,Great Bridge Intermediate,              69
2022-2023,136,Chesapeake City ,590,Great Bridge Middle,             155
2022-2023,136,Chesapeake City ,680,Great Bridge Primary,              97
2022-2023,136,Chesapeake City ,870,Greenbrier Intermediate,             103
2022-2023,136,Chesapeake City ,972,Greenbrier Middle,             173
2022-2023,136,Chesapeake City ,140,Greenbrier Primary,             149
2022-2023,136,Chesapeake City ,340,Hickory Elementary,              93
2022-2023,136,Chesapeake City ,890,Hickory High,             238
2022-2023,136,Chesapeake City ,280,Hickory Middle,             200
2022-2023,136,Chesapeake City ,920,Hugo A. Owens Middle,             168
2022-2023,136,Chesapeake City ,830,Indian River High,             323
2022-2023,136,Chesapeake City ,710,Indian River Middle,             132
2022-2023,136,Chesapeake City ,973,Jolliff Middle,             130
2022-2023,136,Chesapeake City ,160,Norfolk Highlands Primary,              45
2022-2023,136,Chesapeake City ,80,Oscar F. Smith High,             416
2022-2023,136,Chesapeake City ,10,Oscar Smith Middle,             194
2022-2023,136,Chesapeake City ,730,Portlock Primary,              75
2022-2023,136,Chesapeake City ,200,Rena B. Wright Primary,              35
2022-2023,136,Chesapeake City ,620,Southeastern Elementary,             172
2022-2023,136,Chesapeake City ,600,Southwestern Elementary,              94
2022-2023,136,Chesapeake City ,750,Sparrow Road Intermediate,              73
2022-2023,136,Chesapeake City ,40,Thurgood Marshall Elementary,              50
2022-2023,136,Chesapeake City ,971,Truitt Intermediate,              45
2022-2023,136,Chesapeake City ,840,Western Branch High,             394
2022-2023,136,Chesapeake City ,810,Western Branch Intermediate,             139
2022-2023,136,Chesapeake City ,740,Western Branch Middle,             152
2022-2023,136,Chesapeake City ,110,Western Branch Primary,             133
2022-2023,21,Chesterfield County ,620,A.M. Davis Elementary,             116
2022-2023,21,Chesterfield County ,861,Alberta Smith Elementary,              92
2022-2023,21,Chesterfield County ,631,Bailey Bridge Middle,             232
2022-2023,21,Chesterfield County ,660,Bellwood Elementary,              60
2022-2023,21,Chesterfield County ,430,Bensley Elementary,              79
2022-2023,21,Chesterfield County ,510,Bettie Weaver Elementary,              76
2022-2023,21,Chesterfield County ,130,Beulah Elementary,             111
2022-2023,21,Chesterfield County ,20,Bon Air Elementary,             111
2022-2023,21,Chesterfield County ,50,C.C. Wells Elementary,              80
2022-2023,21,Chesterfield County ,492,C.E. Curtis Elementary,              86
2022-2023,21,Chesterfield County ,30,Carver College and Career Academy,              77
2022-2023,21,Chesterfield County ,420,Carver Middle,             149
2022-2023,21,Chesterfield County ,33,Chester Early Childhood Learning Academy,              96
2022-2023,21,Chesterfield County ,93,Chesterfield Virtual School,             127
2022-2023,21,Chesterfield County ,150,Clover Hill Elementary,             128
2022-2023,21,Chesterfield County ,740,Clover Hill High,             196
2022-2023,21,Chesterfield County ,840,Cosby High,             197
2022-2023,21,Chesterfield County ,560,Crestwood Elementary,              80
2022-2023,21,Chesterfield County ,480,Ecoff Elementary,              91
2022-2023,21,Chesterfield County ,870,Elizabeth Davis Middle,             167
2022-2023,21,Chesterfield County ,850,Elizabeth Scott Elementary,              78
2022-2023,21,Chesterfield County ,390,Enon Elementary,             100
2022-2023,21,Chesterfield County ,350,Ettrick Elementary,              84
2022-2023,21,Chesterfield County ,300,Evergreen Elementary,             157
2022-2023,21,Chesterfield County ,590,Falling Creek Elementary,              84
2022-2023,21,Chesterfield County ,670,Falling Creek Middle,             148
2022-2023,21,Chesterfield County ,180,Grange Hall Elementary,              84
2022-2023,21,Chesterfield County ,70,Greenfield Elementary,              66
2022-2023,21,Chesterfield County ,460,Harrowgate Elementary,              80
2022-2023,21,Chesterfield County ,60,Hopkins Road Elementary,              86
2022-2023,21,Chesterfield County ,550,J.A. Chalkley Elementary,             121
2022-2023,21,Chesterfield County ,650,J.B. Watkins Elementary,             103
2022-2023,21,Chesterfield County ,500,J.G. Hening Elementary,             130
2022-2023,21,Chesterfield County ,400,Jacobs Road Elementary,             125
2022-2023,21,Chesterfield County ,770,James River High,             211
2022-2023,21,Chesterfield County ,10,Lloyd C. Bird High,             231
2022-2023,21,Chesterfield County ,632,Manchester High,             349
2022-2023,21,Chesterfield County ,600,Manchester Middle,             143
2022-2023,21,Chesterfield County ,780,Marguerite F. Christian Elementary,              75
2022-2023,21,Chesterfield County ,370,Matoaca Elementary,              82
2022-2023,21,Chesterfield County ,530,Matoaca High,             210
2022-2023,21,Chesterfield County ,110,Matoaca Middle,              99
2022-2023,21,Chesterfield County ,580,Meadowbrook High,             186
2022-2023,21,Chesterfield County ,320,Midlothian High,             192
2022-2023,21,Chesterfield County ,40,Midlothian Middle,             140
2022-2023,21,Chesterfield County ,280,Monacan High,             157
2022-2023,21,Chesterfield County ,92,Moseley Elementary,              96
2022-2023,21,Chesterfield County ,360,O.B. Gates Elementary,             122
2022-2023,21,Chesterfield County ,90,Old Hundred Elementary,             137
2022-2023,21,Chesterfield County ,380,Providence Elementary,             118
2022-2023,21,Chesterfield County ,690,Providence Middle,             123
2022-2023,21,Chesterfield County ,700,Reams Road Elementary,              95
2022-2023,21,Chesterfield County ,730,Robious Elementary,             108
2022-2023,21,Chesterfield County ,760,Robious Middle,             141
2022-2023,21,Chesterfield County ,720,Salem Church Elementary,              67
2022-2023,21,Chesterfield County ,722,Salem Church Middle,             119
2022-2023,21,Chesterfield County ,800,Spring Run Elementary,             116
2022-2023,21,Chesterfield County ,340,Swift Creek Elementary,             104
2022-2023,21,Chesterfield County ,270,Swift Creek Middle,             142
2022-2023,21,Chesterfield County ,410,Thelma Crenshaw Elementary,             105
2022-2023,21,Chesterfield County ,610,Thomas Dale High,             310
2022-2023,21,Chesterfield County ,880,Tomahawk Creek Middle,             203
2022-2023,21,Chesterfield County ,290,W.W. Gordon Elementary,              72
2022-2023,21,Chesterfield County ,860,Winterpock Elementary,              88
2022-2023,21,Chesterfield County ,440,Woolridge Elementary,             112
2022-2023,22,Clarke County ,250,Boyce Elementary,              43
2022-2023,22,Clarke County ,10,Clarke County High,              76
2022-2023,22,Clarke County ,290,D.G. Cooley Elementary,              48
2022-2023,22,Clarke County ,280,Johnson-Williams Middle,              50
2022-2023,202,Colonial Beach ,22,Colonial Beach Elementary,              65
2022-2023,202,Colonial Beach ,21,Colonial Beach High,              31
2022-2023,106,Colonial Heights City ,40,Colonial Heights High,             145
2022-2023,106,Colonial Heights City ,20,Colonial Heights Middle,             107
2022-2023,106,Colonial Heights City ,50,Lakeview Elementary,              56
2022-2023,106,Colonial Heights City ,30,North Elementary,              44
2022-2023,106,Colonial Heights City ,60,Tussing Elementary,             108
2022-2023,23,Craig County ,11,Craig County High,              65
2022-2023,23,Craig County ,10,McCleary Elementary,              66
2022-2023,24,Culpeper County ,240,A.G. Richardson Elementary,              83
2022-2023,24,Culpeper County ,480,Culpeper County High,             133
2022-2023,24,Culpeper County ,20,Culpeper Middle,              97
2022-2023,24,Culpeper County ,50,Eastern View High,             134
2022-2023,24,Culpeper County ,450,Emerald Hill Elementary,             105
2022-2023,24,Culpeper County ,470,Farmington Elementary,              57
2022-2023,24,Culpeper County ,581,Floyd T. Binns Middle,              83
2022-2023,24,Culpeper County ,582,Galbreath-Marshall Building,              19
2022-2023,24,Culpeper County ,10,Pearl Sample Elementary,              92
2022-2023,24,Culpeper County ,460,Sycamore Park Elementary,              86
2022-2023,24,Culpeper County ,40,Yowell Elementary,             109
2022-2023,25,Cumberland County ,140,Cumberland Elementary,              72
2022-2023,25,Cumberland County ,151,Cumberland High,              57
2022-2023,25,Cumberland County ,152,Cumberland Middle,              39
2022-2023,108,Danville City ,490,Edwin A. Gibson Elementary,              92
2022-2023,108,Danville City ,20,Forest Hills Elementary,              31
2022-2023,108,Danville City ,190,G.L.H. Johnson Elementary,              52
2022-2023,108,Danville City ,1374,Galileo Magnet High,              16
2022-2023,108,Danville City ,210,George Washington High,             230
2022-2023,108,Danville City ,200,Grove Park Preschool,              45
2022-2023,108,Danville City ,260,O. Trent Bonner Middle,              99
2022-2023,108,Danville City ,250,Park Avenue Elementary,              51
2022-2023,108,Danville City ,139,R.I.S.E Academy at the John M. Langston Campus,<
2022-2023,108,Danville City ,40,Schoolfield Elementary,              60
2022-2023,108,Danville City ,30,The Northside Preschool,<
2022-2023,108,Danville City ,1372,Westwood Middle,             114
2022-2023,108,Danville City ,220,Woodberry Hills Elementary,              66
2022-2023,26,Dickenson County ,20,Clintwood Elementary,              54
2022-2023,26,Dickenson County ,530,Ervinton Elementary,              22
2022-2023,26,Dickenson County ,275,Ridgeview High,             109
2022-2023,26,Dickenson County ,280,Ridgeview Middle,              62
2022-2023,26,Dickenson County ,860,Sandlick Elementary,              54
2022-2023,27,Dinwiddie County ,500,Dinwiddie County High,             216
2022-2023,27,Dinwiddie County ,471,Dinwiddie County Middle,             146
2022-2023,27,Dinwiddie County ,310,Dinwiddie Elementary,              87
