Year,Condition,Geography Level,Geography Value,FIPS,Annual Case Count,Incidence Rate
2024,Cryptosporidiosis,Locality,Dickenson,51051,0,0
2024,Cryptosporidiosis,Locality,Dinwiddie,51053,0,0
2024,Cryptosporidiosis,Locality,Essex,51057,0,0
2024,Cryptosporidiosis,Locality,Fairfax,51059,50,4.4
2024,Cryptosporidiosis,Locality,Fauquier,51061,3,4
2024,Cryptosporidiosis,Locality,Floyd,51063,0,0
2024,Cryptosporidiosis,Locality,Fluvanna,51065,4,14.1
2024,Cryptosporidiosis,Locality,Franklin County,51067,0,0
2024,Cryptosporidiosis,Locality,Frederick,51069,10,10.4
2024,Cryptosporidiosis,Locality,Giles,51071,1,6.1
2024,Cryptosporidiosis,Locality,Gloucester,51073,0,0
2024,"Hepatitis B, chronic",Locality,Powhatan,51145,1,3.1
2024,Cryptosporidiosis,Locality,Goochland,51075,1,3.7
2024,Pertussis,Locality,King William,51101,0,0
2024,"Hepatitis B, chronic",Locality,Prince Edward,51147,4,18.1
2024,Cryptosporidiosis,Locality,Grayson,51077,0,0
2024,Pertussis,Locality,Lancaster,51103,0,0
2024,"Hepatitis B, chronic",Locality,Prince George,51149,3,7
2024,Cryptosporidiosis,Locality,Greene,51079,2,9.4
2024,Pertussis,Locality,Lee,51105,0,0
2024,"Hepatitis B, chronic",Locality,Prince William,51153,118,24.1
2024,Pertussis,Locality,Loudoun,51107,82,18.8
2024,Cryptosporidiosis,Locality,Greensville,51081,0,0
2024,Pertussis,Locality,Louisa,51109,3,7.3
2024,"Hepatitis B, chronic",Locality,Pulaski,51155,4,11.9
2024,Cryptosporidiosis,Locality,Halifax,51083,0,0
2024,Pertussis,Locality,Lunenburg,51111,0,0
2024,"Hepatitis B, chronic",Locality,Rappahannock,51157,0,0
2024,Cryptosporidiosis,Locality,Hanover,51085,3,2.6
2024,Pertussis,Locality,Madison,51113,3,21.2
2024,"Hepatitis B, chronic",Locality,Richmond County,51159,3,32.7
2024,Cryptosporidiosis,Locality,Henrico,51087,5,1.5
2024,Pertussis,Locality,Mathews,51115,0,0
2024,"Hepatitis B, chronic",Locality,Roanoke County,51161,19,19.6
2024,Cryptosporidiosis,Locality,Henry,51089,0,0
2024,"Hepatitis B, chronic",Locality,Rockbridge,51163,1,4.5
2024,Cryptosporidiosis,Locality,Highland,51091,0,0
2024,Pertussis,Locality,Mecklenburg,51117,2,6.5
2024,"Hepatitis B, chronic",Locality,Rockingham,51165,5,5.8
2024,Cryptosporidiosis,Locality,Isle of Wight,51093,0,0
2024,Pertussis,Locality,Middlesex,51119,1,9.2
2024,"Hepatitis B, chronic",Locality,Russell,51167,0,0
2024,Cryptosporidiosis,Locality,James City,51095,3,3.6
2024,Pertussis,Locality,Montgomery,51121,49,49.7
2024,"Hepatitis B, chronic",Locality,Scott,51169,1,4.7
2024,Cryptosporidiosis,Locality,King and Queen,51097,0,0
2024,Pertussis,Locality,Nelson,51125,1,6.8
2024,"Hepatitis B, chronic",Locality,Shenandoah,51171,5,11.1
2024,Cryptosporidiosis,Locality,King George,51099,0,0
2024,Pertussis,Locality,New Kent,51127,0,0
2024,"Hepatitis B, chronic",Locality,Smyth,51173,2,6.8
2024,Cryptosporidiosis,Locality,King William,51101,0,0
2024,Pertussis,Locality,Northampton,51131,0,0
2024,"Hepatitis B, chronic",Locality,Southampton,51175,2,11.1
2024,Cryptosporidiosis,Locality,Lancaster,51103,0,0
2024,Pertussis,Locality,Northumberland,51133,1,8.1
2024,"Hepatitis B, chronic",Locality,Spotsylvania,51177,17,11.4
2024,Cryptosporidiosis,Locality,Lee,51105,2,9.2
2024,Pertussis,Locality,Nottoway,51135,1,6.4
2024,"Hepatitis B, chronic",Locality,Stafford,51179,33,19.9
2024,Cryptosporidiosis,Locality,Loudoun,51107,39,8.9
2024,Pertussis,Locality,Orange,51137,1,2.6
2024,"Hepatitis B, chronic",Locality,Surry,51181,0,0
2024,Cryptosporidiosis,Locality,Louisa,51109,0,0
2024,Pertussis,Locality,Page,51139,3,12.6
2024,"Hepatitis B, chronic",Locality,Sussex,51183,1,9.3
2024,Cryptosporidiosis,Locality,Lunenburg,51111,0,0
2024,Pertussis,Locality,Patrick,51141,0,0
2024,"Hepatitis B, chronic",Locality,Tazewell,51185,7,17.9
2024,Cryptosporidiosis,Locality,Madison,51113,0,0
2024,Pertussis,Locality,Pittsylvania,51143,0,0
2024,"Hepatitis B, chronic",Locality,Warren,51187,3,7.2
2024,Cryptosporidiosis,Locality,Mathews,51115,0,0
2024,Pertussis,Locality,Powhatan,51145,2,6.2
2024,"Hepatitis B, chronic",Locality,Washington,51191,4,7.4
2024,Pertussis,Locality,Prince Edward,51147,0,0
2024,Cryptosporidiosis,Locality,Mecklenburg,51117,0,0
2024,"Hepatitis B, chronic",Locality,Westmoreland,51193,3,15.8
2024,Pertussis,Locality,Prince George,51149,1,2.3
2024,Cryptosporidiosis,Locality,Middlesex,51119,0,0
2024,"Hepatitis B, chronic",Locality,Wise,51195,2,5.7
2024,Pertussis,Locality,Prince William,51153,31,6.3
2024,"Hepatitis B, chronic",Locality,Wythe,51197,0,0
2024,Pertussis,Locality,Pulaski,51155,23,68.3
2024,Pertussis,Locality,Rappahannock,51157,0,0
2024,"Hepatitis B, chronic",Locality,York,51199,10,14.1
2024,Pertussis,Locality,Richmond County,51159,0,0
2024,"Hepatitis B, chronic",Locality,Alexandria,51510,68,43.8
2024,Pertussis,Locality,Roanoke County,51161,9,9.3
2024,"Hepatitis B, chronic",Locality,Bristol,51520,2,11.9
2024,Pertussis,Locality,Rockbridge,51163,3,13.4
2024,"Hepatitis B, chronic",Locality,Buena Vista City,51530,0,0
2024,Pertussis,Locality,Rockingham,51165,81,93.6
2024,"Hepatitis B, chronic",Locality,Charlottesville,51540,25,55.6
2024,Pertussis,Locality,Russell,51167,1,3.9
2024,"Hepatitis B, chronic",Locality,Chesapeake,51550,22,8.7
2024,Pertussis,Locality,Scott,51169,9,42
2024,"Hepatitis B, chronic",Locality,Colonial Heights,51570,3,16.3
2024,Pertussis,Locality,Shenandoah,51171,6,13.3
2024,"Hepatitis B, chronic",Locality,Covington,51580,1,18
2024,Pertussis,Locality,Smyth,51173,6,20.5
2024,"Hepatitis B, chronic",Locality,Danville,51590,4,9.6
2024,Pertussis,Locality,Southampton,51175,0,0
2024,"Hepatitis B, chronic",Locality,Emporia,51595,2,36.6
2024,Pertussis,Locality,Spotsylvania,51177,4,2.7
2024,"Hepatitis B, chronic",Locality,Fairfax City,51600,7,27.8
2024,Pertussis,Locality,Stafford,51179,7,4.2
2024,"Hepatitis B, chronic",Locality,Falls Church,51610,7,47.7
2024,Pertussis,Locality,Surry,51181,0,0
2024,"Hepatitis B, chronic",Locality,Franklin City,51620,5,60
2024,Pertussis,Locality,Sussex,51183,0,0
2024,"Hepatitis B, chronic",Locality,Fredericksburg,51630,5,17.3
2024,Pertussis,Locality,Tazewell,51185,0,0
2024,"Hepatitis B, chronic",Locality,Galax,51640,0,0
2024,Pertussis,Locality,Warren,51187,11,26.3
2024,"Hepatitis B, chronic",Locality,Hampton,51650,24,17.5
2024,Pertussis,Locality,Washington,51191,12,22.2
2024,"Hepatitis B, chronic",Locality,Harrisonburg,51660,18,35.2
2024,Pertussis,Locality,Westmoreland,51193,1,5.3
2024,Pertussis,Locality,Wise,51195,1,2.8
2024,"Hepatitis B, chronic",Locality,Hopewell,51670,1,4.4
2024,Pertussis,Locality,Wythe,51197,5,17.8
2024,"Hepatitis B, chronic",Locality,Lexington,51678,1,13.3
2024,Pertussis,Locality,York,51199,0,0
2024,"Hepatitis B, chronic",Locality,Lynchburg,51680,13,16.3
2024,Pertussis,Locality,Alexandria,51510,24,15.5
2024,"Hepatitis B, chronic",Locality,Manassas City,51683,7,16.4
2024,Pertussis,Locality,Bristol,51520,1,5.9
2024,"Hepatitis B, chronic",Locality,Manassas Park,51685,3,18.3
2024,Pertussis,Locality,Buena Vista City,51530,9,137.1
2024,"Hepatitis B, chronic",Locality,Martinsville,51690,0,0
2024,Pertussis,Locality,Charlottesville,51540,14,31.1
2024,"Hepatitis B, chronic",Locality,Newport News,51700,35,19.1
2024,Pertussis,Locality,Chesapeake,51550,5,2
2024,"Hepatitis B, chronic",Locality,Norfolk,51710,37,16
2024,Pertussis,Locality,Colonial Heights,51570,1,5.4
2024,"Hepatitis B, chronic",Locality,Norton,51720,1,28.6
2024,Pertussis,Locality,Covington,51580,0,0
2024,"Hepatitis B, chronic",Locality,Petersburg,51730,8,24
2024,Pertussis,Locality,Danville,51590,0,0
2024,"Hepatitis B, chronic",Locality,Poquoson,51735,0,0
2024,Pertussis,Locality,Emporia,51595,0,0
2024,"Hepatitis B, chronic",Locality,Portsmouth,51740,12,12.4
2024,Pertussis,Locality,Fairfax City,51600,0,0
2024,"Hepatitis B, chronic",Locality,Radford,51750,2,11.8
2024,Pertussis,Locality,Falls Church,51610,3,20.4
2024,"Hepatitis B, chronic",Locality,Richmond City,51760,46,20.1
2024,Cryptosporidiosis,Locality,Montgomery,51121,4,4.1
2024,Cryptosporidiosis,Locality,Nelson,51125,1,6.8
2024,Cryptosporidiosis,Locality,New Kent,51127,0,0
2024,Cryptosporidiosis,Locality,Northampton,51131,0,0
2024,Cryptosporidiosis,Locality,Northumberland,51133,0,0
2024,Cryptosporidiosis,Locality,Nottoway,51135,1,6.4
2024,Cryptosporidiosis,Locality,Orange,51137,2,5.2
2024,Cryptosporidiosis,Locality,Page,51139,1,4.2
2024,Cryptosporidiosis,Locality,Patrick,51141,1,5.7
2024,Cryptosporidiosis,Locality,Pittsylvania,51143,0,0
2024,Cryptosporidiosis,Locality,Powhatan,51145,0,0
2024,Cryptosporidiosis,Locality,Prince Edward,51147,0,0
2024,Cryptosporidiosis,Locality,Prince George,51149,0,0
2024,Cryptosporidiosis,Locality,Prince William,51153,19,3.9
2024,Cryptosporidiosis,Locality,Pulaski,51155,1,3
2024,Cryptosporidiosis,Locality,Rappahannock,51157,0,0
2024,Cryptosporidiosis,Locality,Richmond County,51159,0,0
2024,Cryptosporidiosis,Locality,Roanoke County,51161,1,1
2024,Cryptosporidiosis,Locality,Rockbridge,51163,2,8.9
2024,Cryptosporidiosis,Locality,Rockingham,51165,5,5.8
2024,Cryptosporidiosis,Locality,Russell,51167,1,3.9
2024,Cryptosporidiosis,Locality,Scott,51169,0,0
2024,Cryptosporidiosis,Locality,Shenandoah,51171,5,11.1
2024,Cryptosporidiosis,Locality,Smyth,51173,2,6.8
2024,Cryptosporidiosis,Locality,Southampton,51175,0,0
2024,Cryptosporidiosis,Locality,Spotsylvania,51177,1,0.7
2024,Cryptosporidiosis,Locality,Stafford,51179,6,3.6
2024,Cryptosporidiosis,Locality,Surry,51181,0,0
2024,Cryptosporidiosis,Locality,Sussex,51183,0,0
2024,Cryptosporidiosis,Locality,Tazewell,51185,0,0
2024,Pertussis,Locality,Franklin City,51620,0,0
2024,"Hepatitis B, chronic",Locality,Roanoke City,51770,22,22.6
2024,Pertussis,Locality,Fredericksburg,51630,0,0
2024,Cryptosporidiosis,Locality,Warren,51187,2,4.8
2024,"Hepatitis B, chronic",Locality,Salem,51775,1,3.9
2024,Cryptosporidiosis,Locality,Washington,51191,0,0
2024,Pertussis,Locality,Galax,51640,1,14.9
2024,"Hepatitis B, chronic",Locality,Staunton,51790,0,0
2024,Cryptosporidiosis,Locality,Westmoreland,51193,0,0
2024,Pertussis,Locality,Hampton,51650,3,2.2
2024,"Hepatitis B, chronic",Locality,Suffolk,51800,3,3
2024,Pertussis,Locality,Harrisonburg,51660,13,25.4
2024,Cryptosporidiosis,Locality,Wise,51195,3,8.5
2024,"Hepatitis B, chronic",Locality,Virginia Beach,51810,41,9
2024,Pertussis,Locality,Hopewell,51670,0,0
2024,Cryptosporidiosis,Locality,Wythe,51197,4,14.2
2024,"Hepatitis B, chronic",Locality,Waynesboro,51820,6,25.9
2024,Pertussis,Locality,Lexington,51678,2,26.6
2024,Cryptosporidiosis,Locality,York,51199,1,1.4
2024,"Hepatitis B, chronic",Locality,Williamsburg,51830,4,25.2
2024,Pertussis,Locality,Lynchburg,51680,7,8.8
2024,Cryptosporidiosis,Locality,Alexandria,51510,12,7.7
2024,"Hepatitis B, chronic",Locality,Winchester,51840,6,21.7
2024,Pertussis,Locality,Manassas City,51683,1,2.3
2024,Cryptosporidiosis,Locality,Bristol,51520,1,5.9
2024,"Hepatitis B, chronic",State,Virginia,NA,1453,16.7
2024,Pertussis,Locality,Manassas Park,51685,0,0
2024,Cryptosporidiosis,Locality,Buena Vista City,51530,0,0
2024,"Hepatitis B, perinatal infection",Health Planning Region,Central,NA,0,0
2024,Pertussis,Locality,Martinsville,51690,0,0
2024,Cryptosporidiosis,Locality,Charlottesville,51540,4,8.9
2024,"Hepatitis B, perinatal infection",Health Planning Region,Eastern,NA,0,0
2024,Pertussis,Locality,Newport News,51700,3,1.6
2024,Cryptosporidiosis,Locality,Chesapeake,51550,7,2.8
2024,Pertussis,Locality,Norfolk,51710,1,0.4
2024,"Hepatitis B, perinatal infection",Health Planning Region,Northern,NA,0,0
2024,Cryptosporidiosis,Locality,Colonial Heights,51570,0,0
2024,Pertussis,Locality,Norton,51720,0,0
2024,"Hepatitis B, perinatal infection",Health Planning Region,Northwest,NA,0,0
2024,Cryptosporidiosis,Locality,Covington,51580,1,18
2024,Pertussis,Locality,Petersburg,51730,2,6
2024,"Hepatitis B, perinatal infection",Health Planning Region,Southwest,NA,0,0
2024,Cryptosporidiosis,Locality,Danville,51590,0,0
2024,Pertussis,Locality,Poquoson,51735,0,0
2024,"Hepatitis B, perinatal infection",State,Virginia,NA,0,0
2024,Cryptosporidiosis,Locality,Emporia,51595,0,0
2024,Pertussis,Locality,Portsmouth,51740,3,3.1
2024,"Hepatitis C, acute",Locality,Accomack,51001,0,0
2024,Cryptosporidiosis,Locality,Fairfax City,51600,1,4
2024,Pertussis,Locality,Radford,51750,15,88.4
2024,"Hepatitis C, acute",Locality,Albemarle,51003,0,0
2024,Cryptosporidiosis,Locality,Falls Church,51610,0,0
2024,Pertussis,Locality,Richmond City,51760,16,7
2024,"Hepatitis C, acute",Locality,Alleghany,51005,0,0
2024,Cryptosporidiosis,Locality,Franklin City,51620,0,0
2024,Pertussis,Locality,Roanoke City,51770,5,5.1
2024,"Hepatitis C, acute",Locality,Amelia,51007,0,0
2024,Pertussis,Locality,Salem,51775,11,43
2024,Cryptosporidiosis,Locality,Fredericksburg,51630,0,0
2024,"Hepatitis C, acute",Locality,Amherst,51009,0,0
2024,Pertussis,Locality,Staunton,51790,2,7.7
2024,Cryptosporidiosis,Locality,Galax,51640,1,14.9
2024,"Hepatitis C, acute",Locality,Appomattox,51011,0,0
2024,Pertussis,Locality,Suffolk,51800,4,4
2024,Cryptosporidiosis,Locality,Hampton,51650,1,0.7
2024,"Hepatitis C, acute",Locality,Arlington,51013,0,0
2024,Pertussis,Locality,Virginia Beach,51810,17,3.7
2024,Cryptosporidiosis,Locality,Harrisonburg,51660,0,0
2024,"Hepatitis C, acute",Locality,Augusta,51015,0,0
2024,Pertussis,Locality,Waynesboro,51820,3,12.9
2024,Cryptosporidiosis,Locality,Hopewell,51670,0,0
2024,"Hepatitis C, acute",Locality,Bath,51017,0,0
2024,Pertussis,Locality,Williamsburg,51830,0,0
2024,Cryptosporidiosis,Locality,Lexington,51678,0,0
2024,"Hepatitis C, acute",Locality,Bedford,51019,0,0
2024,Pertussis,Locality,Winchester,51840,3,10.9
2024,Cryptosporidiosis,Locality,Lynchburg,51680,4,5
2024,Pertussis,State,Virginia,NA,827,9.5
2024,"Hepatitis C, acute",Locality,Bland,51021,0,0
2024,Cryptosporidiosis,Locality,Manassas City,51683,0,0
2024,Plague,Health Planning Region,Central,NA,0,0
2024,"Hepatitis C, acute",Locality,Botetourt,51023,0,0
2024,Cryptosporidiosis,Locality,Manassas Park,51685,1,6.1
2024,Plague,Health Planning Region,Eastern,NA,0,0
2024,"Hepatitis C, acute",Locality,Brunswick,51025,0,0
2024,Plague,Health Planning Region,Northern,NA,0,0
2024,Cryptosporidiosis,Locality,Martinsville,51690,0,0
2024,"Hepatitis C, acute",Locality,Buchanan,51027,3,15.7
2024,Plague,Health Planning Region,Northwest,NA,0,0
2024,Cryptosporidiosis,Locality,Newport News,51700,3,1.6
2024,"Hepatitis C, acute",Locality,Buckingham,51029,0,0
2024,Plague,Health Planning Region,Southwest,NA,0,0
2024,Cryptosporidiosis,Locality,Norfolk,51710,3,1.3
2024,"Hepatitis C, acute",Locality,Campbell,51031,0,0
2024,Plague,State,Virginia,NA,0,0
2024,Cryptosporidiosis,Locality,Norton,51720,0,0
2024,"Hepatitis C, acute",Locality,Caroline,51033,0,0
2024,Poliovirus infection,Health Planning Region,Central,NA,0,0
2024,Cryptosporidiosis,Locality,Petersburg,51730,1,3
2024,"Hepatitis C, acute",Locality,Carroll,51035,0,0
2024,Poliovirus infection,Health Planning Region,Eastern,NA,0,0
2024,Cryptosporidiosis,Locality,Poquoson,51735,1,7.9
2024,"Hepatitis C, acute",Locality,Charles City,51036,1,15.1
2024,Poliovirus infection,Health Planning Region,Northern,NA,0,0
2024,Poliovirus infection,Health Planning Region,Northwest,NA,0,0
2024,Poliovirus infection,Health Planning Region,Southwest,NA,0,0
2024,Poliovirus infection,State,Virginia,NA,0,0
2024,Psittacosis,Health Planning Region,Central,NA,0,0
2024,Psittacosis,Health Planning Region,Eastern,NA,0,0
2024,Psittacosis,Health Planning Region,Northern,NA,0,0
2024,Psittacosis,Health Planning Region,Northwest,NA,0,0
2024,Psittacosis,Health Planning Region,Southwest,NA,0,0
2024,Psittacosis,State,Virginia,NA,0,0
2024,Q fever,Health Planning Region,Central,NA,1,0.1
2024,Q fever,Health Planning Region,Eastern,NA,0,0
2024,Q fever,Health Planning Region,Northern,NA,0,0
2024,Q fever,Health Planning Region,Northwest,NA,0,0
2024,Q fever,Health Planning Region,Southwest,NA,0,0
2024,Q fever,State,Virginia,NA,1,0
2024,"Rabies, human",Health Planning Region,Central,NA,0,0
2024,"Rabies, human",Health Planning Region,Eastern,NA,0,0
2024,"Rabies, human",Health Planning Region,Northern,NA,0,0
2024,"Rabies, human",Health Planning Region,Northwest,NA,0,0
2024,"Rabies, human",Health Planning Region,Southwest,NA,0,0
2024,"Rabies, human",State,Virginia,NA,0,0
2024,"Rubella, including congenital rubella syndrome",Health Planning Region,Central,NA,0,0
2024,"Rubella, including congenital rubella syndrome",Health Planning Region,Eastern,NA,0,0
2024,"Rubella, including congenital rubella syndrome",Health Planning Region,Northern,NA,0,0
2024,"Rubella, including congenital rubella syndrome",Health Planning Region,Northwest,NA,0,0
2024,"Rubella, including congenital rubella syndrome",Health Planning Region,Southwest,NA,0,0
2024,"Rubella, including congenital rubella syndrome",State,Virginia,NA,0,0
2024,Salmonellosis,Locality,Accomack,51001,15,45.1
2024,Salmonellosis,Locality,Albemarle,51003,17,14.7
2024,Salmonellosis,Locality,Alleghany,51005,2,13.7
2024,Salmonellosis,Locality,Amelia,51007,2,14.8
2024,Salmonellosis,Locality,Amherst,51009,10,31.9
2024,Salmonellosis,Locality,Appomattox,51011,1,5.9
2024,Salmonellosis,Locality,Arlington,51013,61,26.1
2024,Salmonellosis,Locality,Augusta,51015,11,14.1
2024,Salmonellosis,Locality,Bath,51017,1,24.7
2024,Salmonellosis,Locality,Bedford,51019,13,15.9
2024,Salmonellosis,Locality,Bland,51021,1,16.2
2024,Salmonellosis,Locality,Botetourt,51023,7,20.5
2024,Salmonellosis,Locality,Brunswick,51025,1,6.3
2024,Salmonellosis,Locality,Buchanan,51027,3,15.7
2024,Salmonellosis,Locality,Buckingham,51029,3,17.7
2024,Salmonellosis,Locality,Campbell,51031,7,12.7
2024,Salmonellosis,Locality,Caroline,51033,6,18.4
2024,Salmonellosis,Locality,Carroll,51035,5,17.1
2024,Salmonellosis,Locality,Charles City,51036,3,45.4
2024,Salmonellosis,Locality,Charlotte,51037,2,17.6
2024,Salmonellosis,Locality,Chesterfield,51041,60,15.6
2024,Salmonellosis,Locality,Clarke,51043,2,12.9
2024,Salmonellosis,Locality,Craig,51045,1,20.6
2024,Salmonellosis,Locality,Culpeper,51047,10,18.2
2024,Salmonellosis,Locality,Cumberland,51049,0,0
2024,Salmonellosis,Locality,Dickenson,51051,1,7.3
2024,Salmonellosis,Locality,Dinwiddie,51053,7,24.7
2024,Salmonellosis,Locality,Essex,51057,6,56.6
2024,Salmonellosis,Locality,Fairfax,51059,188,16.5
2024,Salmonellosis,Locality,Fauquier,51061,18,23.9
2024,Salmonellosis,Locality,Floyd,51063,1,6.4
2024,Salmonellosis,Locality,Fluvanna,51065,3,10.5
2024,Salmonellosis,Locality,Franklin County,51067,12,21.6
2024,Salmonellosis,Locality,Frederick,51069,19,19.8
2024,Salmonellosis,Locality,Giles,51071,2,12.2
2024,Salmonellosis,Locality,Gloucester,51073,10,25
2024,Salmonellosis,Locality,Goochland,51075,8,29.4
2024,Salmonellosis,Locality,Grayson,51077,3,19.6
2024,Cryptosporidiosis,Locality,Portsmouth,51740,0,0
2024,"Hepatitis C, acute",Locality,Charlotte,51037,0,0
2024,Cryptosporidiosis,Locality,Radford,51750,1,5.9
2024,"Hepatitis C, acute",Locality,Chesterfield,51041,1,0.3
2024,Cryptosporidiosis,Locality,Richmond City,51760,5,2.2
2024,"Hepatitis C, acute",Locality,Clarke,51043,0,0
2024,Cryptosporidiosis,Locality,Roanoke City,51770,2,2.1
2024,"Hepatitis C, acute",Locality,Craig,51045,0,0
2024,Cryptosporidiosis,Locality,Salem,51775,0,0
2024,"Hepatitis C, acute",Locality,Culpeper,51047,0,0
2024,Cryptosporidiosis,Locality,Staunton,51790,1,3.9
2024,"Hepatitis C, acute",Locality,Cumberland,51049,0,0
2024,Cryptosporidiosis,Locality,Suffolk,51800,1,1
2024,"Hepatitis C, acute",Locality,Dickenson,51051,0,0
2024,Cryptosporidiosis,Locality,Virginia Beach,51810,9,2
2024,"Hepatitis C, acute",Locality,Dinwiddie,51053,0,0
2024,Cryptosporidiosis,Locality,Waynesboro,51820,3,12.9
2024,"Hepatitis C, acute",Locality,Essex,51057,0,0
2024,Cryptosporidiosis,Locality,Williamsburg,51830,0,0
2024,"Hepatitis C, acute",Locality,Fairfax,51059,0,0
2024,Cryptosporidiosis,Locality,Winchester,51840,2,7.2
2024,"Hepatitis C, acute",Locality,Fauquier,51061,3,4
2024,Cryptosporidiosis,State,Virginia,NA,310,3.6
2024,"Hepatitis C, acute",Locality,Floyd,51063,0,0
