X,Y,LATITUDE,LONGITUDE,PARAMETERS,OBJECTID,STREAM_NAME,STATION_DESCRIPTION,STATION,SURVEY_PROGRAM_CODES,STA_LV1_CODE,LV1_DESCRIPTION,STA_LV2_CODE,LV2_DESCRIPTION,STA_LV3_CODE,LV3_DESCRIPTION,STA_LV4_CODE,LV4_DESCRIPTION,STA_LV5_CODE,LV5_DESCRIPTION,HUC_12,HUC_12_NAME,VAHU5,VAHU6,DOWNSTREAM_HUC_12,VADEQ_ADMIN_REGION,MONITORING_REGION,STATION_ALIAS,STATION_COMMENT,FIRST_SAMPLE_DATE,LAST_SAMPLE_DATE,SAMPLE_COUNT,FIRST_FISH_DATE,LAST_FISH_DATE,FISH_COUNT,FIRST_BENTHIC_DATE,LAST_BENTHIC_DATE,BENTHIC_N,WQX_DESCRIPTION,WQX_LOCATION
-8883304.2709,4469480.9785,37.2176,-79.80008,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",953,Roanoke River,Hardy Ford - Sml,4AROA192.94,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,,,,,030101010701,Roanoke River/Smith Mountain Lake-Lynville Creek,RU-G,RU16,030101010703,Blue Ridge,BRRO,,,04/25/1983,10/24/2024,919,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8886691.2777,4469665.78,37.218922,-79.830506,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",954,Roanoke River,Mcveigh Ford,4AROA195.60,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,030101010701,Roanoke River/Smith Mountain Lake-Lynville Creek,RU-G,RU16,030101010703,Blue Ridge,BRRO,,,04/27/2021,10/24/2024,104,,,,,,,Lake,"A lake is an area filled with water, localized in a basin, that is surrounded by land, apart from any river or other outlet that serves to feed or drain the lake"
-8853857.5445,4447163.3272,37.057777778,-79.535555556,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",955,Withcer Creek,Mouth Of Witcher Cr. - Sml,4AWTH000.40,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,030101010705,Roanoke River/Smith Mountain Lake-Craddock Creek,RU-G,RU27,030101011301,Blue Ridge,BRRO,,,10/14/1987,10/07/2024,4970,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8670770.9963,4408273.4904,36.778472223,-77.890861111,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",956,Great Creek,"Great Creek Reservoir, Near Dam",5AGTC009.94,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,030102040502,Great Creek,CM-E,CM16,030102040601,Piedmont,PRO,,,08/31/1995,10/26/2021,255,09/11/2023,09/11/2023,3,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8574785.7654,4426375.9986,36.908611111,-77.028611111,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",957,Lightwood Swamp,Sta 1-Airfield Pond Portion Of Lightwood,5ALTD005.10,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,030102020402,Brantley Swamp,CU-P,CU64,030102020403,Piedmont,PRO,,,05/30/1978,10/27/2022,172,09/21/2023,09/21/2023,3,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8652740.3311,4408871.907,36.782777778,-77.728888889,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",958,Reedy Creek,Brunswick County Lake Near Dam,5ARDC007.30,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,030102040602,Reedy Creek,CM-F,CM18,030102040603,Piedmont,PRO,,Lake Mon Station,08/10/1988,10/26/2021,256,05/03/2023,05/03/2023,2,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-9169757.5216,4468340.9898,37.209444444,-82.373333333,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",959,Cranesnest River,John Flannagan Res.- Sta #3 Se Arm Lake,6ACNR001.03,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,050702020506,Cranesnest River-John W Flannagan Reservoir-Lick *,BS-G,BS33,050702020507,Southwest,SWRO,,Class IV,08/12/1992,11/15/2016,201,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-9166498.3343,4471622.2845,37.232916666,-82.344055556,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",960,Pound River,John Flannagan Reservoir@ Dam,6APNR001.82,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,050702020507,Pound River-John W Flannagan Reservoir-Upper Twin*,BS-G,BS34,050702020703,Southwest,SWRO,,Class IV,05/10/1973,10/15/2019,1604,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-9074888.0088,4462283.505,37.166094,-81.521106,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",961,Cavitts Creek,Lake Witten At Dam,6BCAV004.60,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,060102050101,Clinch River-Cavitts Creek,TC-A,TC01,060102050102,Southwest,SWRO,,,04/23/2019,10/24/2019,102,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-9202936.9143,4417755.5942,36.846666667,-82.671388889,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",962,South Fork Powell River,Sta #1 Big Cherry Res.East Of Big Stone,6BPLL012.79,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,060102060105,South Fork Powell River-Butcher Fork,TP-A,TP05,060102060201,Southwest,SWRO,,Class IV,08/23/1977,10/29/2019,411,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-9129404.2062,4382881.3876,36.595555556,-82.010833333,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",963,South Fork Holston River,South Holston Lake - Sta #1 At Tennessee,6CSFH062.93,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,060101020405,South Holston River/South Holston Lake-Painter Sp*,TH-D,TH19,060101020601,Southwest,SWRO,,Class IV,08/11/1992,10/24/2019,1178,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8511611.9544,4458328.672,37.137777778,-76.461111111,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",964,Poquoson River,Station #1 - Near The Dam - York County,7-POQ005.72,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020801080101,Lower Chesapeake Bay-Poquoson River,CB-E,CB21,020801010000,Tidewater,TRO,,,06/07/1979,10/26/2022,261,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8513275.5623,4459912.5472,37.149119444,-76.476055555,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",965,Poquoson River,Harwood Mill Reservoir 20m S Of Rt 620 (,7-POQ006.84,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020801080101,Lower Chesapeake Bay-Poquoson River,CB-E,CB21,020801010000,Tidewater,TRO,,,07/26/1993,10/26/2022,131,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8651317.9153,4581662.7735,38.015833334,-77.716111111,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",966,North Anna River,Lake Anna (Main) - 100 Yds From Dam,8-NAR034.92,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,,,DEACT,Used to indicate TREND sampling at station discontinued,020801060603,North Anna River/Lake Anna-Elk Creek,YO-F,YO21,020801060802,Northern,NVRO,,Lake Anna Station CY07/08/09/10/12/14,05/07/1993,10/15/2024,1211,06/06/2017,12/06/2017,4,,,,Lake,"A lake is an area filled with water, localized in a basin, that is surrounded by land, apart from any river or other outlet that serves to feed or drain the lake"
-8538514.1647,4481588.9273,37.304166667,-76.702777778,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",967,Queen Creek,Waller Mill Reservoir Sta #3 30 M Above,8-QEN007.02,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020801070202,Queen Creek,YO-S,YO67,020801070203,Tidewater,TRO,,,07/30/1987,10/19/2022,400,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8539447.0838,4481720.7134,37.305108334,-76.711158333,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",968,Queen Creek,Sta #4 - Midstr. Approx. 3000 Ft. W Of D,8-QEN007.22,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020801070202,Queen Creek,YO-S,YO67,020801070203,Tidewater,TRO,,Coord. DHS 2Mar01,07/30/1987,10/19/2022,254,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8539681.9308,4484530.5517,37.325183,-76.713268,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",969,Queen Creek,"Waller Mill Reserv. Sta #1, 1km N Rt. 64",8-QEN008.58,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020801070202,Queen Creek,YO-S,YO67,020801070203,Tidewater,TRO,,,08/25/1977,10/19/2022,173,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8971160.396,4449420.8775,37.07396,-80.589305,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",970,New River,Dam - Claytor Lake,9-NEW087.14,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,,,,,050500011506,New River/Lower Claytor Lake,NE-N,NE47,050500011801,Blue Ridge,BRRO,,,05/22/1972,09/23/2024,5826,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8974391.1102,4446345.9597,37.051918,-80.618327,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",971,New River,State Park - Claytor Lake,9-NEW089.34,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,,,,,050500011506,New River/Lower Claytor Lake,NE-N,NE47,050500011801,Blue Ridge,BRRO,,,05/22/1972,09/23/2024,5046,07/15/2021,07/15/2021,2,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8977768.2096,4448476.3494,37.06719,-80.648664,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",972,New River,Dublin Water Works - Claytor Lake,9-NEW092.66,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,,,,,050500011506,New River/Lower Claytor Lake,NE-N,NE47,050500011801,Blue Ridge,BRRO,,,05/22/1972,09/23/2024,4944,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8980521.4746,4445877.7277,37.048561,-80.673397,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",973,Peak Creek,Mouth Peak Cr. - Claytor Lake,9-PKC000.00,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,,,,,050500011505,Peak Creek-Thorne Springs Branch,NE-N,NE46,050500011506,Blue Ridge,BRRO,,,07/30/1979,09/23/2024,4148,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8984545.5629,4445725.1418,37.047467,-80.709546,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.",974,Peak Creek,Peak Creek - Conrad Bros. - Claytor Lake,9-PKC004.16,RL,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,,,,,050500011505,Peak Creek-Thorne Springs Branch,NE-N,NE46,050500011506,Blue Ridge,BRRO,,,07/30/1979,09/23/2024,716,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8566344.0374,4495515.2875,37.403611111,-76.952777778,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.  SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",975,Chickahominy River,"Chickahominy Reservoir, Station 1",2-CHK025.15,RL SS,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802060506,Chickahominy River-Big Swamp,JL-E,JL24,020802060601,Piedmont,PRO,,"New RL Station #1, 1.15 miles above Walkers Dam, started April 2001. Longitude degrees corrected from -77 to -76 (22Aug01 - DHS)",04/23/2001,10/18/2023,241,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8981596.6601,4439455.2607,37.0025,-80.683055556,"RL=Nutrients, Chlorophyll, Bacteria, Field_Parameters.  TR=Nutrients, Solids, Hardness, Ions, Chlorophyll, Turbidity, Bacteria, Field_Parameters.",976,New River,Shop Eez Boat Ramp Off Rt. 672,9-NEW098.32,RL TR,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,ATRND,Ambient Trend Station,,,,,050500011502,New River-Upper Claytor Lake,NE-N,NE43,050500011506,Blue Ridge,BRRO,,"NE43, Historically surface collections made year round.",05/22/1972,11/12/2024,2493,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8613138.4222,4483365.6511,37.316861111,-77.373138889,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",977,Ashton Creek,Ashton Cr At Rt. 746 Bridge,2-ASH001.26,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802071002,Appomattox River-Ashton Creek,JA-J,JA45,020802060201,Piedmont,PRO,,SAR corrected watershed code from E to R 9/05,04/19/1973,12/02/2015,217,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8627060.1614,4475983.1332,37.2641,-77.4982,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",978,Church Branch,Church Branch At Rt. 669,2-CUR001.58,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802070904,Swift Creek-Franks Branch,JA-I,JA44,020802071002,Piedmont,PRO,,"2008 Follow-up station for Chest. Co. monitoring; Changed watershed code from J15R to J17R.",01/04/2008,12/09/2014,28,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8643123.5639,4499759.1049,37.433888889,-77.6425,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",979,Nuttree Branch,"Nuttree Branch At Rt. 754, Ds Bridge",2-NUT002.22,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802070902,Swift Creek-Third Branch,JA-I,JA42,020802070904,Piedmont,PRO,,Follow-up station for Chesterfield Co. 2008,02/01/2008,01/02/2025,28,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8620766.8996,4473117.6511,37.243611111,-77.441666667,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",980,Old Town Creek,"Oldtown Cr., Rt. 628 (Hickory Rd.)",2-OTC005.38,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802071001,Appomattox River-Oldtown Creek,JA-J,JA40,020802071002,Piedmont,PRO,,";",01/29/1975,03/18/2019,67,,,,04/28/2015,03/18/2019,6,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8638701.7064,4485710.4527,37.333611111,-77.602777778,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",981,Second Branch,Second Branch At Rt. 654,2-SEC008.84,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,,,020802070903,Licking Creek-Second Branch,JA-I,JA43,020802070904,Piedmont,PRO,,2008 Follow-up station for Chest. Co. monitoring,01/04/2008,12/09/2014,28,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8568817.8038,4497812.1867,37.42,-76.975,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",982,Chickahominy River,Chick @ Eagles Landing Ramp,2CCHK027.10,SS,RESERV,"Station sample at reservoir, man-made body of water",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802060506,Chickahominy River-Big Swamp,JL-E,JL24,020802060601,Piedmont,PRO,,,05/16/2023,10/18/2023,6,,,,,,,Reservoir,"An enlarged natural or artificial lake, pond or impoundment created using a dam or lock to store water."
-8613957.6347,4509421.3361,37.502779,-77.380498,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",983,UT to Almond Creek at Darbytown Road,Ut To Almond Creek At Darbytown Road,2CXVO000.12,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,020802060101,James River-Almond Creek,JL-A,JL01,020802060103,Piedmont,PRO,,"Station created to monitor impacts from Teel landfill. Station located on the upstream side of Darbytown Rd - mwc; station level code 2 changed from targeted to ambient for inclusion in assessments going forward - mwc, 5/14/24",01/26/2022,12/11/2024,39,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8531479.3913,4532169.9793,37.664722222,-76.639583334,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",984,South Branch Lagrange Creek,South Branch Lagrange Cr At Rt. 602,3-LSB002.17,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,TMDL,Total Maximum Daily Load Station,,,,,020801040603,Rappahannock River-Lagrange Creek,RA-Q,RA69,020801040704,Piedmont,PRO,,2009 LaGrange bacterial TMDL site,01/28/2009,12/07/2009,12,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8639360.3467,4452159.1371,37.093583334,-77.608694445,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",985,Chamberlains Bed Creek,Chamberlains Bed At Rt. 611,5ACBC000.58,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,TMDL,Total Maximum Daily Load Station,,,,,030102010504,Stony Creek-Chamberlains Bed,CU-E,CU22,030102010603,Piedmont,PRO,,2013 Chamberlains Bed natural Class VII study,01/03/2013,12/04/2013,12,,,,,,,River/Stream Perennial,A stream or river (channel) that has continuous flow in parts of its stream bed all year round during years of normal rainfall.
-8701603.366,4411451.2286,36.801333,-78.167833,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",986,Meherrin River,Meherrin River At Bridge Road,5AMHN105.64,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,030102040302,Meherrin River-Crooked Creek,CM-C,CM09,030102040401,Piedmont,PRO,,"2025 SS station for follow up from South Hill warehouse fire, upstream of confluence with impacted stream (Mountain Creek).",,,,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8649784.1801,4387149.6714,36.626333334,-77.702333333,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",987,Rocky Run,Rocky Run At Rt. 604 Below Doyle Lake,5ARCY000.90,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,030102040702,Fontaine Creek-Quarrel Creek,CM-G,CM23,030102040703,Piedmont,PRO,,2007 bact TMDL,01/29/2007,12/10/2013,24,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8661738.6565,4385500.7098,36.614444444,-77.809722222,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",988,Rattlesnake Creek,Rattlesnake Creek At Rt. 670,5ARSK006.97,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,030102040701,Rattlesnake Creek-Beddingfield Creek,CM-G,CM22,030102040702,Piedmont,PRO,,2007 bact TMDL,01/22/2007,12/12/2013,24,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8665325.6179,4384884.341,36.61,-77.841944444,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",989,Rattlesnake Creek,Rattlesnake Creek At Rt. 667,5ARSK009.28,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,030102040701,Rattlesnake Creek-Beddingfield Creek,CM-G,CM22,030102040702,Piedmont,PRO,,2007 bact TMDL,01/22/2007,12/12/2013,27,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-8668850.7351,4385346.6144,36.613333334,-77.873611111,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",990,Rattlesnake Creek,Rattlesnake Creek At Rt. 46,5ARSK011.59,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,030102040701,Rattlesnake Creek-Beddingfield Creek,CM-G,CM22,030102040702,Piedmont,PRO,,2007 BACT tmdl,01/22/2007,12/12/2013,24,,,,,,,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-9146653.9034,4482632.9048,37.311626,-82.16579,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",991,Bull Creek,Rt 609 At Rr Tracks,6ABLC000.06,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,050702020201,Levisa Fork-Home Creek,BS-D,BS14,050702020202,Southwest,SWRO,,Created for TDS study,04/22/2024,12/18/2024,11,,,,04/22/2024,04/22/2024,2,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-9129002.2191,4468573.9476,37.211111111,-82.007222222,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",992,Garden Creek,Rt. 669 Bridge Off Rt. 624 At Rx School,6AGAR000.16,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,BIO,Biological Monitoring Site,050702020101,Garden Creek,BS-C,BS08,050702020102,Southwest,SWRO,,Class IV,07/27/1976,12/16/2024,165,,,,04/11/1996,04/18/2024,12,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-9133733.2728,4503887.72,37.463333,-82.049722,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",993,Knox Creek,"Along Rt. 697, Upstream Of Ky State Line",6AKOX008.62,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,BIO,Biological Monitoring Site,050702010307,Knox Creek-Upper Elk Creek,BS-B,BS07,050702010308,Southwest,SWRO,,Station created as a biomonitoring location for 2024-2026 coalfield TDS special study,04/22/2024,11/12/2024,2,,,,04/22/2024,04/22/2024,2,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-9196814.3423,4455536.2302,37.117777778,-82.616388889,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",994,South Fork Pound River,Rt 671 @ Roberts,6APNS000.40,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,BIOMON,Biological Monitoring site,,,BIO,Biological Monitoring Site,050702020501,North Fork Pound River-South Fork Pound River,BS-G,BS28,050702020502,Southwest,SWRO,,,10/05/1994,12/17/2024,77,,,,10/05/1994,05/09/2024,12,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-9135464.9341,4501122.1626,37.443611111,-82.065277778,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",995,Pawpaw Creek,Rt. 643 Above Confluence With Knox Creek,6APPW000.50,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,BIOMON,Biological Monitoring site,,,BIO,Biological Monitoring Site,050702010306,Pawpaw Creek,BS-B,BS06,050702010307,Southwest,SWRO,,,05/03/2005,12/18/2024,17,,,,05/03/2005,04/22/2024,9,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-9160109.8324,4468185.6877,37.208333334,-82.286666667,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",996,Russell Prater Creek,Rt 767 Off Rt 80/83,6ARPC000.52,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,SSTUDY,Special Study Station,,,,,050702020407,Russell Prater Creek,BS-F,BS26,050702020408,Southwest,SWRO,,This station was originally established as a biological monitoring site. In 2004 the station was monitored for the development of a TMDL.,07/02/1997,12/16/2024,21,,,,07/02/1997,04/04/2024,12,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-9215182.0583,4426027.9545,36.906111111,-82.781388889,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",997,Callahan Creek,On Rt 78 In Appalachia,6BCAL000.03,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,AWTSHD,Ambient Watershed Station,,,BIO,Biological Monitoring Site,060102060103,Callahan Creek,TP-A,TP03,060102060104,Southwest,SWRO,,Class IV,07/05/1995,12/17/2024,73,,,,12/13/1995,04/09/2024,11,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
-9149844.896,4430362.8403,36.937242736,-82.194455174,"SS=Varied, refer_to_the_individual_special_study_QAPP_and_documentation.",998,Dumps Creek,Off Route 664,6BDUM000.23,SS,STREAM,"Station sample at stream(freshwater,freeflow,surface water)",AMBNT,Monitor ambient conditions of environment,APROB,Ambient Probabilistic Station,,,BIO,Biological Monitoring Site,060102050402,Dumps Creek,TC-D,TC15,060102050403,Southwest,SWRO,VAEQ99-062,"Class IV; EPA Aggregate Level III Ecoregion = XI",04/25/2001,12/16/2024,24,,,,04/25/2001,04/18/2024,20,River/Stream,A body of water with surface water flowing within the bed and banks of a channel.
